Course ID,Course Name,,,,,,,Ratings,Users Reviewed,Hours,Lectures,Tags
344,How to Create A Website: An HTML Tutorial and CSS Tutorial,,,,,,,4.7,"-1,036",32.5 total hours,330 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
345,1 Hour CSS,,,,,,,4.3,"-1,015",1 total hour,16 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
346,Step-by-step HTML and CSS for Absolute Beginners,,,,,,,4.7,"-1,007",4 total hours,43 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
347,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,,,,,,,4.5,-935,4 total hours,24 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
348,HTML5 + CSS3 + Bootstrap: The Beginner Web Design Course,,,,,,,4.5,-922,8.5 total hours,81 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
349,Build Responsive Real World Websites with CSS3 v2.0,,,,,,,4.4,-894,13 total hours,181 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
350,SVG & CSS Animation - Using HTML & CSS,,,,,,,4.3,-847,1.5 total hours,24 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
351,"HTML, CSS, & JavaScript - Certification Course for Beginners",,,,,,,4.3,-780,5.5 total hours,113 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
352,Responsive Web Design Essentials - HTML5 CSS3 Bootstrap,,,,,,,4.7,-768,16.5 total hours,126 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
353,HTML & CSS Tutorial and Projects Course,,,,,,,4.7,-745,53.5 total hours,465 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
354,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,,,,,,,3.8,-543,11 total hours,80 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
355,Code a Responsive Website Using HTML5 and CSS for Beginners,,,,,,,4.5,-408,7 total hours,102 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
356,"Learn HTML and CSS -- Build Google, Twitter and Facebook!",,,,,,,4.5,-393,22.5 total hours,124 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
357,Ultimate CSS Grid Course: From Beginner to Advanced,,,,,,,4.7,-385,3 total hours,45 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
358,The HTML And CSS Bootcamp,,,,,,,4.2,-380,2.5 total hours,32 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
359,Build Real World Websites from Scratch using HTML5 and CSS3,,,,,,,4.3,-374,8 total hours,61 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
360,CSS - MASTERING ANIMATIONS,,,,,,,4.3,-357,2 total hours,28 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
361,Crash Course: Fundamentals Of HTML & CSS From Scratch.,,,,,,,4.8,-343,2 total hours,52 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
362,"HTML, CSS and JavaScript Complete course",,,,,,,4.1,-327,10 total hours,125 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
363,Complete CSS3 and Bootstrap Course: Beginning to Advanced,,,,,,,4,-321,3 total hours,40 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
364,HTML Tutorial: HTML & CSS for Beginners,,,,,,,4.8,-302,4 total hours,82 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
365,Create Websites with HTML & CSS for Beginners,,,,,,,4.5,-302,8.5 total hours,117 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
366,"HTML5, CSS3 & JavaScript Workshop: Build 7 Creative Projects",,,,,,,4.1,-295,6 total hours,51 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
367,Projects in CSS,,,,,,,4.6,-294,10 total hours,55 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
368,Code Your First Website with HTML & CSS for Kids & Beginners,,,,,,,4.6,-291,2 total hours,37 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
369,"HTML/CSS Bootcamp - Learn HTML, CSS, Flexbox, and CSS Grid",,,,,,,4.6,-288,18.5 total hours,144 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
370,HTML & CSS for beginners: Build 3 projects from scratch,,,,,,,4.6,-285,4 total hours,32 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
371,CSS Bootcamp - Master CSS (Including CSS Grid / Flexbox),,,,,,,4.6,-283,11.5 total hours,89 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
372,Learn Html5 & CSS3 from scratch,,,,,,,4.8,-270,2.5 total hours,19 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
373,Intro To HTML & CSS: Web Development For Beginners,,,,,,,4.3,-258,4 total hours,35 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
374,Complete Web Development Course + Building 5 Websites!,,,,,,,3.6,-243,24.5 total hours,118 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
375,The Complete HTML and CSS Course For Beginners,,,,,,,4.2,-238,3 total hours,50 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
376,Getting Started with LESS - Beginner Crash Course,,,,,,,4,-237,1.5 total hours,21 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
377,CSS and CSS3 For Absolute Beginners,,,,,,,4.1,-237,5 total hours,32 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
378,CSS Development (with CSS3!),,,,,,,4.4,-230,5 total hours,32 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
379,Learn and Earn with HTML & CSS,,,,,,,4.5,-226,4 total hours,69 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
380,Complete HTML & CSS: Learn Web Development with HTML & CSS,,,,,,,4.3,-218,6 total hours,10 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
381,Learn Advanced CSS3,,,,,,,3.6,-210,1.5 total hours,21 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
382,Modern Web Design HTML5 CSS3 beginners guide to Websites,,,,,,,4.2,-201,3 total hours,53 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
383,Step By Step HTML and CSS course for beginners,,,,,,,4.1,-197,4 total hours,34 lectures,"{HTML5,
HTML,
jQuery,
JavaScript,
PHP,
Bootstrap,
Web Design,
Web Development,
WordPress,
Responsive Design,
Front End Web Development,
React,
Android Development,
GitHub,
Java,
SQL,
C++,
Unity}"
384,PHP for Beginners - Become a PHP Master - CMS Project,,,,,,,4.4,"-15,467",38 total hours,344 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
385,PHP with Laravel for beginners - Become a Master in Laravel,,,,,,,4.4,"-7,538",32 total hours,336 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
386,Learn Object Oriented PHP By Building a Complete Website,,,,,,,4.1,"-7,304",4.5 total hours,33 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
387,PHP OOP: Object Oriented Programming for beginners + Project,,,,,,,4.4,"-2,706",18.5 total hours,224 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
388,Object Oriented PHP & MVC,,,,,,,4.7,"-2,649",6.5 total hours,44 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
389,Learn PHP Fundamentals From Scratch,,,,,,,3.8,"-2,176",2 total hours,10 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
390,Build a Social Network from Scratch: JavaScript PHP + MySQL,,,,,,,4.6,"-1,965",16.5 total hours,179 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
391,The Complete PHP MYSQL Professional Course with 5 Projects,,,,,,,4.3,"-1,828",20 total hours,150 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
392,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,,,,,,,4.2,"-1,501",20 total hours,144 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
393,Make a Spotify Clone from Scratch: JavaScript PHP and MySQL,,,,,,,4.7,"-1,293",15 total hours,169 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
394,PHP for Beginners: How to Build an E-Commerce Store,,,,,,,4.4,"-1,196",14.5 total hours,138 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
395,Learn PHP Programming From Scratch,,,,,,,4,-911,51.5 total hours,378 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
396,Projects in PHP and MySQL,,,,,,,4,-911,20 total hours,78 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
397,Object Oriented Programming (OOP) in PHP - Build An OOP Site,,,,,,,3.6,-853,2 total hours,36 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
398,PHP for Beginners,,,,,,,4.6,-822,14 total hours,199 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
399,PHP for Beginners 2020: all PHP code used is fully explained,,,,,,,4.6,-695,6 total hours,131 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
400,PHP Login and Registration System - Email Confirm Activation,,,,,,,4.5,-659,6 total hours,57 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
401,Android Development Working With Databases Using Mysql & PHP,,,,,,,4.2,-618,3.5 total hours,20 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
402,PHP Unit Testing with PHPUnit,,,,,,,4.5,-614,2.5 total hours,48 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
403,PHP: Complete Login and Registration System with PHP & MYSQL,,,,,,,4.1,-539,8 total hours,56 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
404,OOP Object Oriented Programming In PHP 7,,,,,,,3.9,-468,6 total hours,136 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
405,Modern Multi Vendors E-Commerce Store In PHP,,,,,,,4.4,-380,116.5 total hours,527 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
406,PHP with PDO - ULTIMATE Crash Course,,,,,,,4.6,-360,1.5 total hours,18 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
407,PHP for Absolute Beginners,,,,,,,4.5,-345,11.5 total hours,84 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
408,The Ultimate PHP with MySQL Developer Course,,,,,,,3.9,-342,3 total hours,35 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
409,PHP & MySQL - Certification Course for Beginners,,,,,,,4.3,-336,3.5 total hours,57 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
410,Make a Google search engine clone: JavaScript PHP and MySQL,,,,,,,4.7,-316,6 total hours,61 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
411,"Learn PHP 7, MySQL, Object-Oriented Programming, PHP Forms",,,,,,,4.2,-297,17 total hours,76 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
412,Basics Of PHP For absolute Beginners,,,,,,,2.9,-280,8.5 total hours,82 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
413,PHP CodeIgniter - Learn CodeIgniter,,,,,,,4,-278,7 total hours,45 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
414,Complete Beginners Guide to Learning PHP,,,,,,,4.1,-273,5 total hours,84 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
415,Zend Framework 2: Learn the PHP framework ZF2 from scratch,,,,,,,3.9,-271,6.5 total hours,37 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
416,Complete php mysql course - Learn php mysql and php oop,,,,,,,4.3,-251,6.5 total hours,40 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
417,"Build a Twitter Social Network Clone From Scratch: PHP,MySQL",,,,,,,4.6,-248,12 total hours,90 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
418,Complete PHP and MySql Course: From Beginner to Professional,,,,,,,4.4,-246,6.5 total hours,90 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
419,The Complete PHP Bootcamp Course With Video Sharing Project,,,,,,,3.9,-233,14.5 total hours,74 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
420,Complete Login and Registration System in PHP and MYSQL,,,,,,,4.5,-233,4 total hours,28 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
421,Getting Started with PHP 7,,,,,,,4.2,-227,4 total hours,48 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
422,Learn Object Oriented Programming PHP fundamentals bootcamp,,,,,,,4,-223,1.5 total hours,17 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
423,Introduction to PHP Programming Language,,,,,,,4.4,-222,2.5 total hours,18 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
424,PHP & MySQL For Beginners,,,,,,,3.5,-205,7.5 total hours,119 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
425,Learn PHP - For Beginners,,,,,,,4.2,-198,2 total hours,30 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
426,Learn Advanced PHP Programming,,,,,,,4,-192,6 total hours,52 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
427,Object Orientation in PHP,,,,,,,4.6,-191,5 total hours,30 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
428,Create a Netflix clone from Scratch: JavaScript PHP + MySQL,,,,,,,4.6,-185,11.5 total hours,141 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
429,Complete PHP from Scratch for Beginners,,,,,,,4.7,-183,17.5 total hours,202 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
430,PHP: Complete Registration and Login with Email Verification,,,,,,,3.9,-181,2.5 total hours,22 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
431,PHP User Login Registration Script With All Features,,,,,,,3.1,-178,12 total hours,121 lectures,"{Zend Framework,
jQuery,
HTML,
MySQL,
CSS,
Unity,
HTML5,
WordPress,
Bootstrap,
Android Development,
SQL,
React,
GitHub,
Laravel,
Linux,
JavaScript,
Ionic,
C++}"
